Date,Open,High,Low,Close,Volume
2016-11-09,97.38,98.58,95.8,96.67,20948039
2016-11-10,98.34,98.5,92.22,94.34,27346656
2016-11-11,93.86,94.09,91.1,92.99,23725758
2016-11-14,92.45,92.54,87.88,89.77,27356192
2016-11-15,91.0,93.49,90.75,91.0,16722956
2016-11-16,91.39,93.68,91.33,92.86,14079662
2016-11-17,94.71,94.98,93.64,94.07,10372795
2016-11-18,94.85,95.3,92.67,93.39,10032576
2016-11-21,94.05,94.66,93.0,93.41,8960045
2016-11-22,94.24,94.42,93.16,93.21,10403624
2016-11-23,92.53,93.4,91.45,93.03,11743806
2016-11-25,93.55,93.75,92.77,93.01,4868511
2016-11-28,93.02,95.74,93.0,93.76,14340055
2016-11-29,93.67,96.06,93.39,94.99,14146870
2016-11-30,95.28,95.48,93.3,94.02,11447742
2016-12-01,94.0,94.06,89.18,89.86,24030681
2016-12-02,90.38,91.74,89.95,90.48,11718827
2016-12-05,90.05,91.4,89.57,90.99,8902646
2016-12-06,91.56,91.93,89.96,90.4,7787821
2016-12-07,90.52,91.65,89.5,91.07,13240009
2016-12-08,91.8,93.08,91.03,92.31,10919524
2016-12-09,92.51,93.64,92.28,93.28,9177566
2016-12-12,92.05,92.89,91.7,92.47,9355867
2016-12-13,92.8,93.73,91.87,92.16,10491316
2016-12-14,91.83,92.26,90.83,91.19,9153726
2016-12-15,90.0,90.6,88.74,88.85,19215542
2016-12-16,89.0,90.1,88.56,88.67,11341520
2016-12-19,88.61,89.82,88.41,88.93,10226275
2016-12-20,89.19,90.31,88.94,89.84,8434744
2016-12-21,89.96,90.43,89.25,89.25,9044867
2016-12-22,87.89,88.26,86.01,86.8,14404521
2016-12-23,86.62,87.68,86.62,86.79,6360165
2016-12-27,86.72,87.94,86.71,87.54,5228010
2016-12-28,88.3,88.75,87.22,87.37,6421078
2016-12-29,87.82,88.2,87.16,87.33,5467104
2016-12-30,87.57,88.1,87.2,87.81,7211060
2017-01-03,89.0,89.0,88.08,88.6,8789386
2017-01-04,88.98,90.89,88.58,90.51,11490165
2017-01-05,91.91,94.81,91.64,94.37,16821545
2017-01-06,94.4,94.5,93.0,93.89,7639786
2017-01-09,94.16,95.65,93.31,94.72,10829512
2017-01-10,96.4,97.9,95.55,96.75,14780567
2017-01-11,96.92,97.45,95.6,96.94,8735888
2017-01-12,96.85,96.85,94.8,95.9,8424702
2017-01-13,95.95,97.38,95.76,96.27,10701089
2017-01-17,96.32,96.59,95.0,96.12,6342427
2017-01-18,96.27,96.27,95.26,96.0,6610650
2017-01-19,96.42,96.7,95.58,96.17,7089962
2017-01-20,96.45,97.15,95.67,96.06,9685787
2017-01-23,96.48,98.67,96.26,98.41,14090338
2017-01-24,103.15,103.19,99.94,101.43,37181541
2017-01-25,102.46,104.27,101.9,104.06,23322771
2017-01-26,103.92,104.57,102.17,102.75,12504773
2017-01-27,102.25,102.7,101.29,102.07,8031012
2017-01-30,101.2,101.46,100.09,101.02,8619760
2017-01-31,100.24,102.09,100.06,101.31,7530026
2017-02-01,102.07,102.38,100.87,101.57,5736373
2017-02-02,101.28,101.47,100.56,100.84,5371631
2017-02-03,101.5,101.56,100.3,100.39,6197622
2017-02-06,100.17,101.71,100.02,100.9,6866702
2017-02-07,101.04,101.6,100.5,100.83,5655631
2017-02-08,101.55,103.99,101.16,103.57,10178465
2017-02-09,103.32,104.18,102.56,103.34,8435817
2017-02-10,103.88,103.94,102.31,102.36,7680312
2017-02-13,102.82,104.44,102.62,103.1,9728978
2017-02-14,103.14,103.6,100.9,101.59,10240705
2017-02-15,102.06,102.13,100.11,101.55,12384440
2017-02-16,101.86,102.1,100.5,100.82,7464034
2017-02-17,100.69,101.73,100.3,100.52,8258244
2017-02-21,101.03,102.54,100.91,102.12,8189639
2017-02-22,102.48,105.2,102.42,104.2,15779442
2017-02-23,104.72,104.86,101.82,102.46,10095637
2017-02-24,101.39,103.0,101.3,102.95,7356558
2017-02-27,102.5,103.82,102.22,103.6,6865880
2017-02-28,103.89,103.99,102.03,102.9,8017478
2017-03-01,103.68,104.99,103.21,104.04,10331843
2017-03-02,103.8,104.58,102.77,103.19,7983012
2017-03-03,102.99,103.42,102.44,103.31,6320936
2017-03-06,102.76,103.25,102.1,102.31,6290674
2017-03-07,102.3,103.31,102.11,102.63,4985200
2017-03-08,102.63,104.29,102.54,103.22,7066707
2017-03-09,102.97,103.75,102.76,103.24,4523635
2017-03-10,103.43,103.7,102.63,103.39,4120725
2017-03-13,103.52,106.25,103.47,105.18,16118945
2017-03-14,104.61,106.0,103.82,104.25,7748369
2017-03-15,104.37,104.49,102.6,103.69,11695195
2017-03-16,105.25,105.65,104.3,105.63,12445226
2017-03-17,105.17,106.5,104.86,105.61,8778885
2017-03-20,106.23,108.2,105.94,107.25,12447932
2017-03-21,108.46,108.7,104.7,105.09,13877719
2017-03-22,104.64,106.12,103.98,106.09,7153035
2017-03-23,106.95,108.83,106.44,108.25,13410771
2017-03-24,108.4,109.13,107.23,108.04,7578379
2017-03-27,106.65,108.19,106.51,108.08,7709376
2017-03-28,108.23,108.95,107.46,107.8,6472004
2017-03-29,107.97,109.74,107.69,109.51,8788720
2017-03-30,109.73,110.45,108.66,108.85,10592470
2017-03-31,108.5,109.12,107.78,107.83,9002786
2017-04-03,108.85,109.47,107.52,108.09,8391448
2017-04-04,107.87,108.26,106.88,107.52,6480113
2017-04-05,108.36,108.82,107.32,107.44,8205387
2017-04-06,107.59,108.42,107.15,108.04,5211109
2017-04-07,107.88,109.07,106.76,108.99,8354942
2017-04-10,109.0,111.88,108.84,111.7,14798611
2017-04-11,111.4,111.79,109.46,110.44,10012135
2017-04-12,110.5,111.7,110.31,110.63,8099810
2017-04-13,110.72,111.45,109.82,110.21,6857001
2017-04-17,110.91,111.87,110.3,111.76,7128051
2017-04-18,111.2,112.2,110.87,111.23,8305129
2017-04-19,111.99,112.2,110.57,110.76,9603782
2017-04-20,111.53,113.6,111.48,112.96,13773519
2017-04-21,112.8,113.17,112.3,113.11,8968296
2017-04-24,114.04,115.16,114.02,114.86,13386574
2017-04-25,115.54,115.82,114.8,115.48,11434602
2017-04-26,115.37,115.75,114.62,114.97,6678780
2017-04-27,115.0,115.96,114.83,115.43,9441465
2017-04-28,115.9,115.99,115.0,115.5,6984928
2017-05-01,115.63,117.24,115.5,116.68,7332129
2017-05-02,117.07,118.69,117.0,118.09,10048174
2017-05-03,117.95,118.0,115.12,116.57,10591095
2017-05-04,115.94,116.41,115.15,115.86,6977804
2017-05-05,116.05,116.15,114.8,116.04,7099447
2017-05-08,116.9,117.51,116.2,116.86,6461932
2017-05-09,118.62,120.0,118.07,120.0,15219945
2017-05-10,120.01,120.33,119.1,119.98,9347289
2017-05-11,120.13,120.5,118.25,120.16,11375510
2017-05-12,120.37,120.47,119.51,120.34,9823899
2017-05-15,121.03,121.49,120.03,121.4,11125450
2017-05-16,121.98,124.34,121.74,124.02,18222134
2017-05-17,123.25,123.89,120.5,120.72,19834651
2017-05-18,116.31,122.63,114.0,121.27,37121943
2017-05-19,123.96,126.4,123.07,123.22,21101695
2017-05-22,124.98,125.59,123.56,124.75,13493167
2017-05-23,124.67,125.68,122.85,122.93,14370124
2017-05-24,123.07,123.68,121.95,122.81,8376742
2017-05-25,123.74,124.45,122.31,123.63,12486528
2017-05-26,123.93,124.65,123.1,123.99,7558893
2017-05-30,124.08,124.88,123.53,123.91,8343401
2017-05-31,123.64,124.18,122.0,122.46,11582152
2017-06-01,122.82,124.0,122.26,123.97,8901367
2017-06-02,123.72,124.53,123.24,124.13,7342128
2017-06-05,124.02,125.56,123.87,125.37,10030644
2017-06-06,125.61,126.2,124.27,124.62,9257144
2017-06-07,125.08,125.91,124.11,125.64,9431588
2017-06-08,142.51,143.7,135.21,142.34,81381531
2017-06-09,144.57,148.29,137.01,139.44,54367382
2017-06-12,139.17,142.2,136.05,139.08,32177599
2017-06-13,141.88,142.24,135.9,136.6,40879593
2017-06-14,137.8,139.25,135.26,136.67,32862037
2017-06-15,135.64,135.67,133.1,135.08,30510350
2017-06-16,136.28,136.5,133.55,134.87,36431311
